order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
29351,2025-09-18 10:41:24,224,4,1,631.15,20.0,Failed,0
18971,2025-09-18 10:46:08,213,11,1,47.15,15.0,Refunded,1
29028,2025-09-18 10:49:19,254,8,2,620.19,15.0,Paid,1
18220,2025-09-18 10:51:10,167,1,2,18.16,15.0,Failed,0
10851,2025-09-18 10:52:01,36,7,0,589.07,5.0,Failed,0
12822,2025-09-18 10:52:59,158,3,3,670.42,0.0,Failed,1
8648,2025-09-18 10:58:57,9,12,1,225.32,10.0,Paid,1
1880,2025-09-18 11:01:43,29,11,3,71.92,10.0,Failed,1
14049,2025-09-18 11:10:14,167,16,4,18.16,15.0,Paid,1
19633,2025-09-18 11:17:32,226,9,0,592.75,5.0,Paid,0
13138,2025-09-18 11:24:38,230,1,1,43.58,20.0,Failed,0
27953,2025-09-18 11:35:35,162,8,1,425.25,20.0,Paid,1
25954,2025-09-18 11:58:57,164,8,0,403.15,10.0,Paid,0
15564,2025-09-18 12:01:17,135,5,2,235.2,20.0,Refunded,1
16066,2025-09-18 12:10:49,22,6,1,37.17,0.0,Failed,0
25184,not_a_time,66,8,5,339.75,0.0,Refunded,1
17737,2025-09-18 12:30:55,249,16,1,447.54,5.0,Paid,0
9356,2025-09-18 12:35:10,139,10,1,640.65,0.0,Failed,1
962,2025-09-18 12:38:44,48,15,5,619.06,0.0,Failed,0
4730,2025-09-18 12:41:58,210,5,0,433.03,20.0,Paid,1
21779,2025-09-18 12:44:31,86,10,2,490.75,10.0,Refunded,0
18948,2025-09-18 12:45:46,129,7,3,712.08,5.0,Failed,0
4533,2025-09-18 12:49:13,183,9,3,640.7,15.0,Failed,0
6567,2025-09-18 12:50:44,257,6,4,634.83,15.0,Refunded,1
25134,2025-09-18 12:51:00,139,3,1,576.58,10.0,Refunded,1
29614,2025-09-18 12:55:46,147,14,2,560.87,15.0,Failed,1
20923,2025-09-18 13:08:31,247,2,3,194.76,15.0,Refunded,0
27410,2025-09-18 13:19:36,279,8,0,104.28,10.0,Paid,1
820,2025-09-18 13:29:56,256,10,3,445.14,10.0,Refunded,1
18095,2025-09-18 13:30:02,290,10,1,378.83,5.0,Refunded,0
20659,2025-09-18 13:32:39,65,5,2,15.49,0.0,Refunded,1
20323,2025-09-18 13:36:15,52,5,2,232.51,10.0,Refunded,1
25723,2025-09-18 13:44:57,17,18,1,58.32,5.0,Failed,1
16997,2025-09-18 13:47:38,34,13,2,121.33,0.0,Failed,1
8163,2025-09-18 13:51:47,141,7,2,570.48,20.0,Refunded,1
13828,2025-09-18 13:52:04,94,1,1,622.83,5.0,Failed,0
26486,2025-09-18 13:58:00,64,14,4,5249.8,20.0,Paid,0
24275,2025-09-18 13:58:03,90,2,2,600.02,20.0,Failed,0
14917,2025-09-18 13:59:42,96,2,1,71.02,15.0,Refunded,0
22060,2025-09-18 14:14:26,207,10,4,646.83,15.0,Failed,1
4366,2025-09-18 14:21:45,58,5,3,484.87,5.0,Paid,0
24117,2025-09-18 14:24:52,221,17,3,65.47,15.0,Failed,0
15846,2025-09-18 14:29:10,178,10,2,55.89,15.0,Paid,1
8013,2025-09-18 14:30:44,95,12,1,385.58,10.0,Failed,1
11134,2025-09-18 14:44:08,255,4,6,646.29,15.0,Refunded,0
25218,2025-09-18 15:00:27,153,16,1,554.43,5.0,Failed,1
14472,2025-09-18 15:03:48,276,6,3,420.93,0.0,Refunded,1
23755,2025-09-18 15:04:41,231,2,1,92.56,10.0,Refunded,1
8450,2025-09-18 15:14:51,242,5,2,332.18,10.0,Refunded,0
21787,2025-09-18 15:15:29,216,12,2,110.66,10.0,Refunded,1
8709,2025-09-18 15:31:35,66,2,0,288.79,15.0,Failed,1
17321,2025-09-18 15:32:16,211,6,1,603.58,5.0,Refunded,0
12466,2025-09-18 15:37:00,221,10,3,73.17,5.0,Refunded,1
11539,2025-09-18 15:37:40,45,9,4,639.81,10.0,Paid,1
4096,2025-09-18 15:45:37,17,17,1,49.11,20.0,Paid,1
24268,2025-09-18 15:48:33,156,9,2,338.95,5.0,Refunded,1
3600,2025-09-18 16:00:03,213,17,3,44.38,20.0,Refunded,1
7261,2025-09-18 16:01:22,62,13,2,208.98,20.0,Failed,0
29926,2025-09-18 16:02:28,30,16,3,36.58,20.0,Refunded,0
29833,2025-09-18 16:09:49,242,14,1,350.64,5.0,Paid,1
16487,2025-09-18 16:13:35,157,15,0,30.03,0.0,Failed,0
26564,2025-09-18 16:16:51,133,4,4,667.96,5.0,Paid,0
673,2025-09-18 16:19:52,146,16,2,34.1,0.0,Failed,0
1448,2025-09-18 16:25:53,263,12,2,672.28,0.0,Failed,0
21819,2025-09-18 16:35:01,53,2,2,690.63,5.0,Refunded,0
24579,2025-09-18 16:41:28,255,3,2,646.29,15.0,Failed,0
5258,2025-09-18 16:43:34,64,13,1,590.61,10.0,Failed,1
15030,2025-09-18 16:46:25,208,6,2,432.78,15.0,Refunded,1
14651,2025-09-18 16:48:42,192,1,1,456.17,10.0,Paid,1
1445,2025-09-18 16:57:41,138,4,2,331.17,20.0,Refunded,1
5694,2025-09-18 17:03:11,224,4,1,631.15,20.0,Refunded,1
4226,2025-09-18 17:05:01,151,2,5,45.75,10.0,Refunded,0
5992,2025-09-18 17:28:05,232,7,1,539.44,10.0,Paid,1
8489,2025-09-18 17:33:21,98,7,1,277.83,0.0,Paid,1
15715,2025-09-18 17:35:26,100,1,4,639.72,10.0,Failed,1
21811,2025-09-18 17:36:41,152,1,2,437.1,,Refunded,1
24974,2025-09-18 17:38:19,239,14,0,58.05,15.0,Failed,0
12723,2025-09-18 17:38:53,24,6,1,243.44,5.0,Failed,0
3560,2025-09-18 17:41:11,89,18,6,444.67,20.0,Paid,1
1238,2025-09-18 17:44:17,232,17,4,569.41,5.0,Failed,0
5513,2025-09-18 17:47:26,154,11,0,355.2,15.0,Refunded,0
18555,2025-09-18 17:48:38,134,11,4,448.51,20.0,Refunded,1
12232,2025-09-18 17:51:11,145,16,3,189.1,20.0,Refunded,0
10815,2025-09-18 17:58:13,206,6,3,209.81,20.0,Failed,1
8812,2025-09-18 18:06:04,35,15,1,58.57,15.0,Failed,0
6583,2025-09-18 18:13:36,81,16,1,255.47,15.0,Refunded,1
13291,2025-09-18 18:17:51,18,14,1,695.56,10.0,Failed,1
28064,2025-09-18 18:18:37,161,13,3,377.31,15.0,Refunded,0
8853,2025-09-18 18:22:49,71,11,5,731.81,5.0,Refunded,0
23005,2025-09-18 18:24:48,48,5,0,588.11,5.0,Failed,0
20977,2025-09-18 18:25:35,60,11,1,679.36,5.0,Paid,1
24489,2025-09-18 18:36:24,173,12,4,292.34,10.0,Refunded,0
8374,2025-09-18 18:36:51,23,10,2,171.55,20.0,Refunded,1
5498,2025-09-18 18:41:26,5,4,5,412.15,15.0,Paid,0
13149,2025-09-18 18:42:17,66,5,4,339.75,0.0,Paid,0
19802,2025-09-18 18:45:32,149,14,0,525.55,15.0,Failed,0
19861,2025-09-18 18:55:35,55,11,5,171.68,10.0,Paid,0
208,2025-09-18 19:03:13,155,16,1,606.29,5.0,Refunded,1
16548,2025-09-18 19:21:23,297,1,1,122.95,20.0,Refunded,0
12492,2025-09-18 19:32:16,259,1,1,307.41,0.0,Paid,0
6591,2025-09-18 19:42:52,64,7,1,590.61,10.0,Refunded,0
564,2025-09-18 19:52:46,123,7,2,22.21,0.0,Refunded,1
15546,2025-09-18 19:53:19,81,9,4,300.55,0.0,Refunded,0
2586,2025-09-18 19:56:43,252,11,4,241.8,5.0,Paid,0
29482,2025-09-18 20:10:01,85,3,4,42.21,0.0,Failed,1
5368,2025-09-18 20:13:44,59,18,1,580.41,10.0,Refunded,0
19017,2025-09-18 20:15:45,25,15,4,375.61,15.0,Paid,1
11147,2025-09-18 20:16:37,56,5,2,215.01,10.0,Failed,1
17083,2025-09-18 20:32:20,180,3,2,715.14,5.0,Refunded,0
22012,2025-09-18 20:39:00,233,13,1,616.1,20.0,Failed,1
27287,2025-09-18 20:49:37,249,12,4,471.09,0.0,Failed,0
5904,2025-09-18 20:53:40,114,18,2,622.94,20.0,Failed,0
18199,2025-09-18 20:58:14,210,9,1,541.29,,Refunded,0
8933,2025-09-18 21:00:30,233,16,4,693.11,10.0,Paid,1
25775,2025-09-18 21:01:00,254,9,3,729.63,0.0,Failed,0
22029,2025-09-18 21:01:20,54,9,2,300.78,10.0,Failed,0
20629,2025-09-18 21:01:22,258,18,2,43.43,5.0,Paid,0
15360,2025-09-18 21:08:21,115,17,2,571.78,20.0,Refunded,0
17363,2025-09-18 21:15:36,118,14,4,156.03,5.0,Failed,0
9490,2025-09-18 21:27:00,68,9,3,641.66,15.0,Refunded,0
8132,2025-09-18 21:30:17,80,17,4,177.96,10.0,Paid,1
14414,2025-09-18 21:44:52,227,12,1,310.63,10.0,Refunded,1
22175,2025-09-18 21:53:20,201,6,2,91.47,0.0,Failed,0
1664,2025-09-18 22:05:13,173,8,2,324.82,0.0,Failed,1
8537,2025-09-18 22:08:08,241,8,3,456.5,10.0,Failed,1
15285,2025-09-18 22:11:28,156,9,1,338.95,5.0,Paid,1
10469,2025-09-18 22:11:44,47,18,2,549.92,10.0,Paid,0
3602,2025-09-18 22:18:23,206,16,1,209.81,20.0,Failed,1
3704,2025-09-18 22:19:46,161,9,0,399.5,10.0,Refunded,0
23994,2025-09-18 22:23:48,169,18,1,651.52,5.0,Paid,0
23595,2025-09-18 22:27:36,84,10,4,237.08,10.0,Failed,1
25275,2025-09-18 22:29:43,172,18,3,139.49,5.0,Refunded,0
6742,2025-09-18 22:29:45,163,13,2,611.47,20.0,Paid,1
16919,2025-09-18 22:35:32,224,8,6,631.15,20.0,Refunded,1
18996,2025-09-18 22:47:22,149,1,1,618.29,0.0,Refunded,0
17653,2025-09-18 22:51:14,269,7,2,681.22,0.0,Failed,1
13166,2025-09-18 22:52:55,230,6,2,54.48,0.0,Failed,1
14923,2025-09-18 22:56:32,204,18,1,269.85,15.0,Failed,0
24786,2025-09-18 22:57:01,161,2,1,443.89,,Failed,0
15100,2025-09-18 23:00:10,264,14,3,303.94,10.0,Paid,0
12739,2025-09-18 23:07:03,218,6,2,64.97,15.0,Refunded,1
22195,2025-09-18 23:08:40,284,6,2,319.87,0.0,Refunded,0
9338,2025-09-18 23:25:19,35,18,2,68.9,0.0,Refunded,1
20200,2025-09-18 23:26:32,112,16,0,75.6,10.0,Failed,1
18068,2025-09-18 23:30:26,141,2,1,641.79,10.0,Refunded,0
28875,2025-09-18 23:44:09,121,17,1,602.37,20.0,Failed,1
4453,2025-09-18 23:44:37,185,9,2,139.97,15.0,Refunded,1
15924,2025-09-18 23:47:41,197,13,4,288.7,5.0,Refunded,1
25136,2025-09-18 23:51:43,1,12,3,305.89,0.0,Failed,0
16781,2025-09-18 23:57:02,259,2,1,307.41,0.0,Failed,0
10190,2025-09-19 00:00:04,288,18,4,553.02,20.0,Refunded,0
6863,2025-09-19 00:19:08,85,9,2,33.77,20.0,Refunded,1
11188,2025-09-19 00:30:02,21,2,1,95.77,10.0,Failed,0
3251,2025-09-19 00:30:42,263,3,3,537.82,20.0,Refunded,0
2455,2025-09-19 00:45:55,135,11,3,249.9,15.0,Failed,1
20711,2025-09-19 00:49:55,243,13,1,448.03,5.0,Refunded,0
22704,2025-09-19 00:53:23,71,8,2,693.3,10.0,Refunded,1
18490,2025-09-19 00:57:28,172,9,1,124.81,15.0,Paid,0
12216,2025-09-19 01:01:53,148,5,3,99.34,10.0,Refunded,1
26802,2025-09-19 01:04:45,139,9,0,640.65,0.0,Failed,1
18400,2025-09-19 01:09:34,98,1,2,250.05,10.0,Refunded,1
6525,2025-09-19 01:18:32,227,10,3,293.37,15.0,Failed,1
4104,2025-09-19 01:22:48,249,6,2,423.98,10.0,Paid,1
23746,2025-09-19 01:25:49,283,12,2,286.96,0.0,Paid,0
6367,2025-09-19 01:35:34,214,5,1,358.81,0.0,Paid,0
20358,2025-09-19 01:35:54,142,16,1,260.7,15.0,Refunded,0
20866,2025-09-19 01:38:57,36,3,0,589.07,5.0,Refunded,0
10917,2025-09-19 01:43:02,197,14,2,288.7,5.0,Refunded,0
14713,2025-09-19 01:58:03,15,9,2,382.41,20.0,Paid,0
2025,2025-09-19 02:02:36,151,15,1,40.66,20.0,Refunded,0
21477,2025-09-19 02:02:59,122,15,4,622.83,15.0,Refunded,0
28517,2025-09-19 02:11:54,94,12,4,557.27,15.0,Refunded,1
26862,2025-09-19 02:14:48,147,8,3,593.86,10.0,Paid,0
11009,2025-09-19 02:23:49,11,14,4,394.69,20.0,Refunded,1
23379,2025-09-19 02:32:43,295,5,3,111.16,0.0,Refunded,0
29284,2025-09-19 02:46:24,162,6,1,531.56,0.0,Failed,1
6669,2025-09-19 02:50:31,122,12,1,659.47,10.0,Failed,1
10295,2025-09-19 02:55:49,175,9,4,260.05,15.0,Failed,0
4369,2025-09-19 03:06:14,278,1,2,667.43,5.0,Refunded,1
17936,2025-09-19 03:07:44,78,6,3,630.93,20.0,Paid,0
21333,2025-09-19 03:27:15,96,9,3,71.02,15.0,Failed,1
4264,2025-09-19 03:35:12,37,6,0,14.36,0.0,Paid,1
4265,2025-09-19 03:40:26,17,11,2,52.18,15.0,Failed,0
19148,2025-09-19 03:48:39,35,16,1,65.46,5.0,Paid,1
1244,2025-09-19 04:01:14,109,2,4,267.07,0.0,Paid,1
3364,2025-09-19 04:05:25,141,1,3,677.44,5.0,Failed,1
20304,2025-09-19 04:14:39,22,18,0,31.59,15.0,Failed,1
9244,2025-09-19 04:50:28,5,6,3,436.39,10.0,Refunded,1
1951,2025-09-19 04:53:52,34,3,3,97.06,20.0,Refunded,0
28177,2025-09-19 04:57:40,251,1,2,533.47,5.0,Paid,0
10355,2025-09-19 04:59:07,221,12,4,65.47,15.0,Refunded,0
9110,2025-09-19 05:00:03,235,7,2,186.64,0.0,Refunded,0
28246,2025-09-19 05:00:31,90,6,2,637.52,15.0,Refunded,1
16626,2025-09-19 05:04:01,166,16,2,262.1,10.0,Refunded,0
8099,2025-09-19 05:08:41,192,14,2,405.49,20.0,Paid,1
21996,2025-09-19 05:09:06,170,18,4,326.91,15.0,Refunded,0
20770,2025-09-19 05:15:55,29,7,2,79.91,0.0,Failed,0
14704,2025-09-19 05:16:45,73,12,4,235.02,0.0,Refunded,0
26243,2025-09-19 05:21:24,69,6,1,356.86,15.0,Failed,0
19683,2025-09-19 05:25:16,200,13,2,573.03,5.0,Refunded,1
26381,2025-09-19 05:46:29,104,4,3,72.13,20.0,Refunded,1
3745,2025-09-19 05:50:38,27,17,0,676.98,10.0,Failed,1
17413,2025-09-19 05:54:10,6,6,3,22.32,15.0,Failed,0
13212,2025-09-19 05:57:36,141,11,2,570.48,20.0,Paid,1
25456,2025-09-19 06:04:24,278,8,2,562.05,20.0,Paid,0
4058,2025-09-19 06:12:35,276,6,2,399.88,5.0,Refunded,0
6798,2025-09-19 06:13:15,183,9,1,640.7,15.0,Paid,1
10577,2025-09-19 06:16:42,256,6,3,395.68,20.0,Paid,0
11053,2025-09-19 06:17:58,36,12,2,527.06,15.0,Refunded,0
1790,2025-09-19 06:19:21,64,18,4,557.8,15.0,Failed,0
29770,2025-09-19 06:26:30,183,3,3,640.7,15.0,Paid,0
28324,2025-09-19 06:30:49,10,15,1,316.12,10.0,Failed,0
26490,2025-09-19 06:35:10,185,9,1,156.44,5.0,Paid,1
29087,2025-09-19 06:39:45,104,4,2,72.13,20.0,Refunded,0
23121,2025-09-19 06:44:00,201,11,1,73.18,20.0,Refunded,1
16590,2025-09-19 06:47:18,251,10,1,533.47,5.0,Refunded,1
25705,2025-09-19 06:49:29,251,10,0,561.55,0.0,Failed,0
22401,2025-09-19 06:50:07,8,18,3,153.64,0.0,Failed,1
16500,2025-09-19 06:53:12,70,3,2,267.54,10.0,Refunded,0
16440,2025-09-19 06:54:29,2,18,5,470.62,20.0,Failed,0
8742,2025-09-19 07:00:01,86,11,2,463.49,15.0,Paid,0
2779,2025-09-19 07:03:08,223,13,2,619.5,5.0,Paid,1
19681,2025-09-19 07:07:41,138,11,4,372.56,10.0,Paid,0
1964,2025-09-19 07:13:34,171,2,3,398.38,0.0,Paid,0
5819,2025-09-19 07:15:39,230,4,0,51.76,5.0,Failed,0
20585,2025-09-19 07:16:27,127,1,4,614.16,10.0,Paid,1
3328,2025-09-19 07:21:42,176,11,1,387.11,5.0,Paid,0
674,2025-09-19 07:25:58,92,18,3,592.41,20.0,Failed,0
29676,2025-09-19 07:28:53,168,15,1,46.34,0.0,Refunded,1
11865,2025-09-19 07:28:56,202,8,3,327.32,20.0,Failed,0
24433,not_a_time,184,15,2,615.47,20.0,Refunded,1
15911,2025-09-19 07:30:06,226,11,4,530.36,15.0,Refunded,1
7967,2025-09-19 07:33:39,278,12,1,632.3,10.0,Paid,0
28988,2025-09-19 07:35:44,181,7,1,269.15,15.0,Failed,1
593,2025-09-19 07:40:44,259,12,1,292.04,5.0,Failed,1
5594,2025-09-19 08:08:05,270,9,3,365.93,0.0,Paid,1
1441,2025-09-19 08:16:16,51,10,2,34.83,0.0,Failed,1
13878,2025-09-19 08:38:27,108,17,2,515.36,10.0,Paid,1
4038,2025-09-19 08:38:59,13,4,4,333.27,10.0,Paid,0
8455,2025-09-19 08:40:32,184,11,2,769.34,0.0,Refunded,1
26974,2025-09-19 08:46:29,291,3,2,354.08,5.0,Refunded,1
18117,2025-09-19 08:57:19,279,2,4,98.49,15.0,Refunded,1
2747,2025-09-19 09:07:31,24,3,2,256.25,0.0,Refunded,0
5953,2025-09-19 09:12:23,210,13,4,487.16,10.0,Paid,0
7125,2025-09-19 09:12:38,111,6,2,503.03,5.0,Paid,1
23597,2025-09-19 09:13:42,210,9,1,541.29,0.0,Refunded,0
8735,2025-09-19 09:17:12,117,12,3,442.46,5.0,Failed,0
2003,2025-09-19 09:23:25,101,12,4,465.49,10.0,Paid,0
20851,2025-09-19 09:23:26,96,12,1,79.37,5.0,Refunded,1
26945,2025-09-19 09:26:30,5,4,4,436.39,10.0,Paid,0
26494,2025-09-19 09:27:21,261,18,0,479.36,0.0,Failed,1
2297,2025-09-19 09:34:27,46,11,2,83.58,20.0,Failed,0
26779,2025-09-19 09:38:01,31,18,2,285.35,10.0,Refunded,1
5232,2025-09-19 09:41:46,17,13,4,61.39,0.0,Failed,1
21029,2025-09-19 09:50:32,128,11,2,136.71,5.0,Refunded,0
11603,2025-09-19 09:55:11,137,12,2,660.24,5.0,Failed,0
11441,2025-09-19 09:59:45,174,3,1,511.72,0.0,Paid,1
21097,2025-09-19 10:06:29,251,4,1,561.55,0.0,Paid,0
23919,2025-09-19 10:15:25,289,14,2,1261.9,0.0,Failed,1
16989,2025-09-19 10:15:56,152,12,0,371.54,15.0,Failed,0
12025,2025-09-19 10:32:09,290,4,2,358.89,10.0,Refunded,1
7355,2025-09-19 10:32:43,212,13,4,65.64,20.0,Failed,1
3546,2025-09-19 10:34:35,243,11,0,448.03,5.0,Paid,1
12061,not_a_time,133,11,3,597.65,15.0,Failed,1
6556,2025-09-19 10:37:17,49,18,2,380.66,10.0,Refunded,0
13231,2025-09-19 10:44:20,193,9,1,531.64,10.0,Refunded,0
2505,2025-09-19 10:45:39,45,5,5,568.72,20.0,Refunded,0
7258,2025-09-19 10:47:45,287,8,2,323.27,0.0,Paid,0
6201,2025-09-19 11:04:06,85,12,4,40.1,5.0,Failed,0
23225,2025-09-19 11:09:42,21,14,2,106.41,0.0,Failed,0
25318,2025-09-19 11:12:55,149,3,2,525.55,,Paid,0
11427,2025-09-19 11:13:34,76,7,0,582.02,20.0,Failed,0
16532,2025-09-19 11:17:45,246,6,1,295.98,20.0,Paid,1
26232,2025-09-19 11:20:56,40,11,6,278.53,5.0,Paid,1
16979,2025-09-19 11:26:13,115,10,0,678.98,5.0,Refunded,1
14038,2025-09-19 11:28:56,274,5,1,94.72,5.0,Failed,0
11184,2025-09-19 11:28:58,86,1,3,545.28,0.0,Paid,0
3101,2025-09-19 11:32:40,225,5,2,245.8,20.0,Paid,1
28268,2025-09-19 11:33:24,124,10,3,348.27,0.0,Refunded,0
7899,2025-09-19 11:34:04,15,11,2,430.21,10.0,Refunded,0
22055,2025-09-19 11:36:38,49,14,1,401.81,5.0,Failed,0
25672,2025-09-19 11:43:30,180,6,0,752.78,0.0,Failed,0
18769,2025-09-19 11:57:53,202,11,0,388.69,5.0,Refunded,1
164,2025-09-19 12:00:41,22,16,1,35.31,5.0,Failed,1
24861,2025-09-19 12:14:04,24,1,0,256.25,0.0,Refunded,0
4460,2025-09-19 12:16:16,111,11,4,476.56,10.0,Refunded,0
5412,2025-09-19 12:17:53,130,8,3,368.28,20.0,Paid,1
29122,2025-09-19 12:18:32,237,3,1,44.1,0.0,Refunded,1
15149,2025-09-19 12:18:44,147,1,4,659.85,0.0,Paid,1
17360,2025-09-19 12:20:51,83,18,3,65.06,20.0,Refunded,1
8293,2025-09-19 12:31:41,157,5,3,28.53,5.0,Refunded,1
29214,2025-09-19 12:34:20,100,18,1,675.26,5.0,Refunded,1
19721,2025-09-19 12:35:29,275,10,0,421.04,0.0,Refunded,1
9729,2025-09-19 12:54:07,81,11,3,255.47,15.0,Refunded,0
8127,2025-09-19 12:55:53,67,4,2,104.69,0.0,Failed,0
15636,2025-09-19 13:05:33,195,14,3,512.54,15.0,Paid,0
12209,2025-09-19 13:07:59,171,9,1,378.46,5.0,Refunded,0
29501,2025-09-19 13:08:35,281,12,1,481.29,15.0,Failed,1
5124,2025-09-19 13:27:15,253,13,5,495.85,10.0,Failed,1
23874,2025-09-19 13:33:54,210,15,1,514.23,,Failed,1
10680,2025-09-19 13:36:14,8,17,1,153.64,0.0,Refunded,1
27640,2025-09-19 13:37:31,233,9,0,693.11,10.0,Failed,0
5709,2025-09-19 13:38:03,203,16,2,249.7,5.0,Refunded,0
6248,2025-09-19 13:38:15,85,8,3,40.1,5.0,Failed,1
14155,2025-09-19 13:42:42,246,6,0,314.47,15.0,Refunded,0
14755,2025-09-19 13:43:15,107,1,1,420.04,20.0,Paid,0
21414,2025-09-19 13:46:54,90,13,2,637.52,15.0,Failed,1
13607,2025-09-19 13:53:56,110,5,2,444.73,15.0,Failed,1
18539,2025-09-19 14:06:58,88,2,4,519.69,0.0,Failed,1
17002,2025-09-19 14:15:12,176,3,0,346.36,15.0,Failed,0
17383,2025-09-19 14:25:29,145,12,2,200.91,15.0,Paid,1
1026,2025-09-19 14:29:47,174,18,2,511.72,0.0,Failed,0
27590,2025-09-19 14:38:03,209,1,2,193.31,20.0,Refunded,1
28493,2025-09-19 14:46:14,162,16,0,478.4,10.0,Refunded,0
20449,2025-09-19 14:47:37,214,5,2,340.87,5.0,Refunded,1
3409,2025-09-19 14:53:42,17,13,3,58.32,5.0,Paid,1
19543,2025-09-19 15:08:16,72,1,3,382.69,5.0,Refunded,1
11200,2025-09-19 15:13:54,252,10,1,241.8,5.0,Paid,1
22624,2025-09-19 15:14:43,245,15,6,684.75,10.0,Paid,0
7982,2025-09-19 15:14:50,109,16,0,267.07,0.0,Refunded,1
28172,2025-09-19 15:15:34,60,13,2,607.85,15.0,Refunded,1
10765,2025-09-19 15:18:16,98,16,1,222.26,20.0,Refunded,1
725,2025-09-19 15:18:27,197,2,5,303.89,0.0,Failed,0
15842,2025-09-19 15:34:57,217,3,3,398.71,20.0,Refunded,0
13103,2025-09-19 15:42:33,272,13,1,190.63,0.0,Paid,0
4855,2025-09-19 15:47:36,194,4,4,186.25,,Failed,0
29026,2025-09-19 15:58:53,59,12,1,515.92,20.0,Paid,0
117,2025-09-19 15:59:40,276,10,3,357.79,15.0,Paid,1
29624,2025-09-19 16:16:20,72,6,2,382.69,5.0,Paid,0
20779,2025-09-19 16:24:13,227,9,2,276.11,20.0,Failed,1
7016,2025-09-19 16:24:40,138,15,1,393.26,5.0,Paid,0
1327,2025-09-19 16:36:54,287,12,1,290.94,10.0,Paid,0
23055,2025-09-19 16:43:25,5,11,2,484.88,0.0,Failed,1
3599,2025-09-19 16:45:57,300,15,2,161.91,0.0,Refunded,1
26934,2025-09-19 16:51:52,167,14,1,17.1,20.0,Refunded,0
19038,2025-09-19 17:05:03,269,13,1,681.22,0.0,Paid,1
12825,2025-09-19 17:08:31,86,15,1,545.28,0.0,Paid,1
6989,2025-09-19 17:11:56,57,4,1,670.01,,Paid,1
12635,2025-09-19 17:12:03,245,9,1,684.75,10.0,Paid,0
13409,2025-09-19 17:16:25,54,13,2,267.36,20.0,Refunded,0
6149,2025-09-19 17:22:08,111,7,4,450.08,15.0,Refunded,1
15467,2025-09-19 17:27:28,269,8,4,579.04,15.0,Paid,0
5376,2025-09-19 17:37:37,106,16,0,399.15,10.0,Paid,0
24204,2025-09-19 17:44:22,300,8,3,153.81,5.0,Failed,1
9323,2025-09-19 17:47:31,61,8,3,615.49,5.0,Refunded,0
213,2025-09-19 17:59:53,26,4,2,698.37,10.0,Refunded,0
23170,2025-09-19 18:01:19,39,4,2,526.4,15.0,Refunded,0
17422,2025-09-19 18:05:12,231,4,4,82.28,20.0,Failed,1
2011,2025-09-19 18:07:43,250,12,0,662.8,15.0,Failed,0
2946,2025-09-19 18:09:57,285,9,3,651.86,10.0,Paid,0
21283,2025-09-19 18:10:19,298,6,2,610.69,15.0,Failed,1
1548,2025-09-19 18:16:01,41,11,1,622.67,10.0,Failed,1
18469,2025-09-19 18:21:06,186,18,1,80.65,10.0,Refunded,0
378,2025-09-19 18:31:45,278,4,3,597.18,15.0,Paid,1
27339,2025-09-19 18:33:18,234,1,6,188.57,20.0,Failed,1
24184,2025-09-19 18:46:23,293,13,4,484.87,5.0,Failed,1
11094,2025-09-19 18:56:43,19,2,2,225.58,10.0,Failed,1
7252,2025-09-19 19:03:22,98,3,3,236.16,15.0,Refunded,1
25571,2025-09-19 19:04:35,219,11,1,60.73,10.0,Paid,1
1329,2025-09-19 19:08:51,187,1,2,67.69,20.0,Refunded,1
23533,2025-09-19 19:15:55,31,5,3,253.65,20.0,Refunded,1
19754,2025-09-19 19:24:57,260,16,2,750.45,5.0,Refunded,1
9195,2025-09-19 19:26:43,81,3,2,240.44,20.0,Refunded,0
8789,2025-09-19 19:34:44,283,2,2,272.61,5.0,Failed,0
18577,2025-09-19 19:45:51,44,8,2,498.43,15.0,Paid,0
8730,2025-09-19 19:45:56,119,3,2,220.22,5.0,Paid,1
20825,2025-09-19 19:48:25,256,13,4,445.14,10.0,Failed,1
15890,2025-09-19 19:56:52,179,17,0,27.85,10.0,Paid,0
20579,2025-09-19 19:56:53,151,18,1,43.21,15.0,Failed,0
6362,2025-09-19 19:57:21,11,13,4,444.02,10.0,Failed,1
28345,2025-09-19 19:59:48,149,1,2,494.63,20.0,Paid,0
18787,2025-09-19 20:03:27,229,5,3,15.18,20.0,Paid,1
15432,2025-09-19 20:07:16,261,8,1,383.49,20.0,Refunded,1
2585,2025-09-19 20:16:31,60,3,1,607.85,15.0,Refunded,1
12179,2025-09-19 20:18:46,7,14,0,534.1,20.0,Paid,1
8463,2025-09-19 20:20:00,182,3,2,372.02,0.0,Paid,0
10635,2025-09-19 20:20:29,102,11,1,123.92,10.0,Refunded,0
9456,2025-09-19 20:30:51,300,8,1,137.62,15.0,Refunded,0
21037,2025-09-19 20:37:52,115,12,5,571.78,20.0,Paid,1
28964,2025-09-19 20:41:17,98,2,0,277.83,0.0,Failed,0
21181,2025-09-19 20:46:38,128,7,2,129.51,10.0,Refunded,1
1453,2025-09-19 21:04:10,212,16,2,73.84,10.0,Failed,0
4033,2025-09-19 21:14:30,258,5,0,38.86,15.0,Refunded,0
16192,2025-09-19 21:17:53,124,15,3,296.03,15.0,Paid,1
29085,2025-09-19 21:18:57,27,2,1,676.98,10.0,Paid,0
